Q2	x	z	ALL_lower	ALL	ALL_upper
5.903800000000000182e+03	1.000000000000000048e-04	4.500000000000000111e-01	-3.883999999999999866e-03	-1.242000000000000048e-03	-2.447199999999999744e-04
1.000000000000000000e+00	1.000000000000000048e-04	5.000000000000000000e-01	-1.280099999999999988e-02	-6.684999999999999970e-03	-3.062899999999999911e-03
1.049900000000000055e+00	1.000000000000000048e-04	5.000000000000000000e-01	-1.219300000000000071e-02	-6.340600000000000055e-03	-2.729999999999999788e-03
1.866900000000000004e+00	1.000000000000000048e-04	5.000000000000000000e-01	-7.741999999999999750e-03	-3.646400000000000162e-03	-1.178000000000000011e-03
3.319900000000000073e+00	1.000000000000000048e-04	5.000000000000000000e-01	-6.713300000000000170e-03	-3.305499999999999845e-03	-9.788900000000000552e-04
5.903800000000000381e+00	1.000000000000000048e-04	5.000000000000000000e-01	-6.167500000000000239e-03	-3.024100000000000052e-03	7.165799999999999731e-05
1.049900000000000055e+01	1.000000000000000048e-04	5.000000000000000000e-01	-5.129400000000000105e-03	-2.688299999999999804e-03	1.115999999999999988e-06
1.866900000000000048e+01	1.000000000000000048e-04	5.000000000000000000e-01	-4.689699999999999772e-03	-2.460700000000000127e-03	-5.690499999999999812e-05
3.319899999999999807e+01	1.000000000000000048e-04	5.000000000000000000e-01	-4.813500000000000070e-03	-2.273400000000000074e-03	-9.972100000000000289e-05
5.903799999999999670e+01	1.000000000000000048e-04	5.000000000000000000e-01	-4.874599999999999766e-03	-2.119100000000000063e-03	-1.322800000000000007e-04
1.049899999999999949e+02	1.000000000000000048e-04	5.000000000000000000e-01	-4.892099999999999921e-03	-1.898200000000000061e-03	-1.573599999999999977e-04
1.866899999999999977e+02	1.000000000000000048e-04	5.000000000000000000e-01	-4.891099999999999788e-03	-1.705200000000000032e-03	-1.770399999999999990e-04
3.319900000000000091e+02	1.000000000000000048e-04	5.000000000000000000e-01	-4.866699999999999846e-03	-1.577899999999999919e-03	-1.918000000000000000e-04
5.903799999999999955e+02	1.000000000000000048e-04	5.000000000000000000e-01	-4.591699999999999775e-03	-1.495699999999999981e-03	-2.028499999999999975e-04
1.049900000000000091e+03	1.000000000000000048e-04	5.000000000000000000e-01	-4.130799999999999576e-03	-1.424700000000000098e-03	-2.109900000000000111e-04
1.866900000000000091e+03	1.000000000000000048e-04	5.000000000000000000e-01	-4.003399999999999841e-03	-1.362399999999999939e-03	-2.170100000000000110e-04
3.319900000000000091e+03	1.000000000000000048e-04	5.000000000000000000e-01	-3.889600000000000002e-03	-1.307699999999999965e-03	-2.213200000000000020e-04
5.903800000000000182e+03	1.000000000000000048e-04	5.000000000000000000e-01	-3.876199999999999785e-03	-1.258699999999999966e-03	-2.239800000000000070e-04
1.000000000000000000e+00	1.000000000000000048e-04	5.500000000000000444e-01	-1.285099999999999958e-02	-6.730800000000000324e-03	-3.123900000000000201e-03
1.049900000000000055e+00	1.000000000000000048e-04	5.500000000000000444e-01	-1.227100000000000066e-02	-6.399900000000000033e-03	-2.795100000000000015e-03
1.866900000000000004e+00	1.000000000000000048e-04	5.500000000000000444e-01	-7.886999999999999914e-03	-3.693399999999999895e-03	-1.177199999999999991e-03
3.319900000000000073e+00	1.000000000000000048e-04	5.500000000000000444e-01	-6.851000000000000319e-03	-3.419800000000000183e-03	-1.117200000000000051e-03
5.903800000000000381e+00	1.000000000000000048e-04	5.500000000000000444e-01	-6.375600000000000364e-03	-3.214400000000000070e-03	1.000399999999999976e-04
1.049900000000000055e+01	1.000000000000000048e-04	5.500000000000000444e-01	-5.301799999999999742e-03	-2.838999999999999944e-03	2.926999999999999928e-05
1.866900000000000048e+01	1.000000000000000048e-04	5.500000000000000444e-01	-4.727099999999999705e-03	-2.587900000000000183e-03	-2.994900000000000074e-05
3.319899999999999807e+01	1.000000000000000048e-04	5.500000000000000444e-01	-4.841400000000000044e-03	-2.382000000000000003e-03	-7.378100000000000392e-05
5.903799999999999670e+01	1.000000000000000048e-04	5.500000000000000444e-01	-4.902000000000000107e-03	-2.210999999999999858e-03	-1.073999999999999949e-04
1.049899999999999949e+02	1.000000000000000048e-04	5.500000000000000444e-01	-4.921199999999999707e-03	-1.959199999999999917e-03	-1.334899999999999975e-04
1.866899999999999977e+02	1.000000000000000048e-04	5.500000000000000444e-01	-4.911900000000000294e-03	-1.752199999999999981e-03	-1.536099999999999879e-04
3.319900000000000091e+02	1.000000000000000048e-04	5.500000000000000444e-01	-4.886999999999999851e-03	-1.604699999999999920e-03	-1.694599999999999937e-04
5.903799999999999955e+02	1.000000000000000048e-04	5.500000000000000444e-01	-4.849100000000000285e-03	-1.516500000000000053e-03	-1.810299999999999930e-04
1.049900000000000091e+03	1.000000000000000048e-04	5.500000000000000444e-01	-4.404400000000000155e-03	-1.440899999999999950e-03	-1.898799999999999913e-04
1.866900000000000091e+03	1.000000000000000048e-04	5.500000000000000444e-01	-4.011899999999999668e-03	-1.374500000000000071e-03	-1.965400000000000122e-04
3.319900000000000091e+03	1.000000000000000048e-04	5.500000000000000444e-01	-3.894299999999999845e-03	-1.316099999999999952e-03	-2.012399999999999909e-04
5.903800000000000182e+03	1.000000000000000048e-04	5.500000000000000444e-01	-3.864400000000000040e-03	-1.264600000000000056e-03	-2.045299999999999950e-04
1.000000000000000000e+00	1.000000000000000048e-04	5.999999999999999778e-01	-1.299799999999999914e-02	-6.810899999999999940e-03	-3.273600000000000208e-03
1.049900000000000055e+00	1.000000000000000048e-04	5.999999999999999778e-01	-1.242399999999999928e-02	-6.492099999999999781e-03	-2.946199999999999947e-03
1.866900000000000004e+00	1.000000000000000048e-04	5.999999999999999778e-01	-8.032100000000000350e-03	-3.738800000000000023e-03	-1.178800000000000030e-03
3.319900000000000073e+00	1.000000000000000048e-04	5.999999999999999778e-01	-6.975099999999999703e-03	-3.520600000000000031e-03	-1.240199999999999896e-03
5.903800000000000381e+00	1.000000000000000048e-04	5.999999999999999778e-01	-6.522000000000000020e-03	-3.248399999999999812e-03	1.239900000000000106e-04
1.049900000000000055e+01	1.000000000000000048e-04	5.999999999999999778e-01	-5.399700000000000333e-03	-2.937599999999999847e-03	5.366500000000000203e-05
1.866900000000000048e+01	1.000000000000000048e-04	5.999999999999999778e-01	-4.755200000000000225e-03	-2.663599999999999909e-03	-5.996399999999999882e-06
3.319899999999999807e+01	1.000000000000000048e-04	5.999999999999999778e-01	-4.871900000000000189e-03	-2.438000000000000063e-03	-4.983499999999999974e-05
5.903799999999999670e+01	1.000000000000000048e-04	5.999999999999999778e-01	-4.928300000000000042e-03	-2.231799999999999930e-03	-8.370000000000000161e-05
1.049899999999999949e+02	1.000000000000000048e-04	5.999999999999999778e-01	-4.935600000000000057e-03	-1.965100000000000006e-03	-1.101199999999999960e-04
1.866899999999999977e+02	1.000000000000000048e-04	5.999999999999999778e-01	-4.929799999999999807e-03	-1.748900000000000064e-03	-1.308799999999999937e-04
3.319900000000000091e+02	1.000000000000000048e-04	5.999999999999999778e-01	-4.904399999999999732e-03	-1.599699999999999907e-03	-1.468300000000000020e-04
5.903799999999999955e+02	1.000000000000000048e-04	5.999999999999999778e-01	-4.865300000000000354e-03	-1.507499999999999942e-03	-1.590200000000000055e-04
1.049900000000000091e+03	1.000000000000000048e-04	5.999999999999999778e-01	-4.607499999999999617e-03	-1.428400000000000026e-03	-1.684099999999999952e-04
1.866900000000000091e+03	1.000000000000000048e-04	5.999999999999999778e-01	-4.155599999999999745e-03	-1.359299999999999918e-03	-1.751099999999999955e-04
3.319900000000000091e+03	1.000000000000000048e-04	5.999999999999999778e-01	-3.871400000000000102e-03	-1.298799999999999911e-03	-1.801200000000000034e-04
5.903800000000000182e+03	1.000000000000000048e-04	5.999999999999999778e-01	-3.839099999999999804e-03	-1.245199999999999909e-03	-1.834799999999999983e-04
1.000000000000000000e+00	1.000000000000000048e-04	6.500000000000000222e-01	-1.306599999999999949e-02	-6.848700000000000100e-03	-3.275199999999999813e-03
1.049900000000000055e+00	1.000000000000000048e-04	6.500000000000000222e-01	-1.249600000000000016e-02	-6.533100000000000018e-03	-3.027800000000000196e-03
1.866900000000000004e+00	1.000000000000000048e-04	6.500000000000000222e-01	-8.064699999999999300e-03	-3.739399999999999929e-03	-1.168200000000000098e-03
3.319900000000000073e+00	1.000000000000000048e-04	6.500000000000000222e-01	-6.976399999999999789e-03	-3.501999999999999905e-03	-1.235599999999999893e-03
5.903800000000000381e+00	1.000000000000000048e-04	6.500000000000000222e-01	-6.464600000000000034e-03	-3.254099999999999788e-03	1.472699999999999910e-04
1.049900000000000055e+01	1.000000000000000048e-04	6.500000000000000222e-01	-5.308399999999999577e-03	-2.922199999999999798e-03	7.896299999999999597e-05
1.866900000000000048e+01	1.000000000000000048e-04	6.500000000000000222e-01	-4.787200000000000136e-03	-2.631399999999999885e-03	2.065600000000000010e-05
3.319899999999999807e+01	1.000000000000000048e-04	6.500000000000000222e-01	-4.898099999999999850e-03	-2.395800000000000013e-03	-2.273900000000000031e-05
5.903799999999999670e+01	1.000000000000000048e-04	6.500000000000000222e-01	-4.948400000000000368e-03	-2.146100000000000178e-03	-5.631700000000000307e-05
1.049899999999999949e+02	1.000000000000000048e-04	6.500000000000000222e-01	-4.942700000000000392e-03	-1.876099999999999903e-03	-8.309299999999999878e-05
1.866899999999999977e+02	1.000000000000000048e-04	6.500000000000000222e-01	-4.933700000000000065e-03	-1.658799999999999988e-03	-1.035600000000000046e-04
3.319900000000000091e+02	1.000000000000000048e-04	6.500000000000000222e-01	-4.905800000000000091e-03	-1.543600000000000007e-03	-1.195500000000000057e-04
5.903799999999999955e+02	1.000000000000000048e-04	6.500000000000000222e-01	-4.867899999999999658e-03	-1.451400000000000043e-03	-1.320299999999999946e-04
1.049900000000000091e+03	1.000000000000000048e-04	6.500000000000000222e-01	-4.734600000000000267e-03	-1.371700000000000003e-03	-1.412800000000000026e-04
1.866900000000000091e+03	1.000000000000000048e-04	6.500000000000000222e-01	-4.264600000000000335e-03	-1.303099999999999961e-03	-1.482199999999999870e-04
3.319900000000000091e+03	1.000000000000000048e-04	6.500000000000000222e-01	-3.866800000000000098e-03	-1.242899999999999908e-03	-1.533600000000000089e-04
5.903800000000000182e+03	1.000000000000000048e-04	6.500000000000000222e-01	-3.792600000000000138e-03	-1.189399999999999962e-03	-1.568300000000000011e-04
1.000000000000000000e+00	1.000000000000000048e-04	6.999999999999999556e-01	-1.286900000000000023e-02	-6.720499999999999911e-03	-3.151199999999999835e-03
1.049900000000000055e+00	1.000000000000000048e-04	6.999999999999999556e-01	-1.230200000000000043e-02	-6.410299999999999852e-03	-2.826099999999999793e-03
1.866900000000000004e+00	1.000000000000000048e-04	6.999999999999999556e-01	-7.874400000000000149e-03	-3.635000000000000210e-03	-1.113400000000000067e-03
3.319900000000000073e+00	1.000000000000000048e-04	6.999999999999999556e-01	-6.766199999999999992e-03	-3.423600000000000167e-03	-1.018400000000000034e-03
5.903800000000000381e+00	1.000000000000000048e-04	6.999999999999999556e-01	-6.080300000000000288e-03	-3.084200000000000049e-03	1.780600000000000130e-04
1.049900000000000055e+01	1.000000000000000048e-04	6.999999999999999556e-01	-4.930000000000000354e-03	-2.747400000000000102e-03	1.140100000000000011e-04
1.866900000000000048e+01	1.000000000000000048e-04	6.999999999999999556e-01	-4.835100000000000162e-03	-2.671600000000000103e-03	5.737799999999999850e-05
3.319899999999999807e+01	1.000000000000000048e-04	6.999999999999999556e-01	-4.939800000000000267e-03	-2.247900000000000158e-03	1.520599999999999976e-05
5.903799999999999670e+01	1.000000000000000048e-04	6.999999999999999556e-01	-4.925999999999999823e-03	-2.045700000000000122e-03	-1.758699999999999950e-05
1.049899999999999949e+02	1.000000000000000048e-04	6.999999999999999556e-01	-4.942799999999999798e-03	-1.855799999999999898e-03	-4.402499999999999946e-05
1.866899999999999977e+02	1.000000000000000048e-04	6.999999999999999556e-01	-4.932699999999999932e-03	-1.671200000000000073e-03	-6.471099999999999758e-05
3.319900000000000091e+02	1.000000000000000048e-04	6.999999999999999556e-01	-4.904099999999999779e-03	-1.518100000000000092e-03	-8.071199999999999566e-05
5.903799999999999955e+02	1.000000000000000048e-04	6.999999999999999556e-01	-4.864399999999999627e-03	-1.388799999999999930e-03	-9.323900000000000634e-05
1.049900000000000091e+03	1.000000000000000048e-04	6.999999999999999556e-01	-4.817000000000000101e-03	-1.280700000000000068e-03	-1.027500000000000039e-04
