Q2	x	z	ALL_lower	ALL	ALL_upper
5.903799999999999955e+02	1.778299999999999965e-04	4.500000000000000111e-01	-5.549000000000000113e-03	-1.734300000000000034e-03	-1.328699999999999933e-04
1.049900000000000091e+03	1.778299999999999965e-04	4.500000000000000111e-01	-5.525699999999999709e-03	-1.654199999999999985e-03	-1.423300000000000010e-04
1.866900000000000091e+03	1.778299999999999965e-04	4.500000000000000111e-01	-5.497600000000000056e-03	-1.583699999999999952e-03	-1.490399999999999961e-04
3.319900000000000091e+03	1.778299999999999965e-04	4.500000000000000111e-01	-5.463899999999999833e-03	-1.520700000000000046e-03	-1.533899999999999934e-04
5.903800000000000182e+03	1.778299999999999965e-04	4.500000000000000111e-01	-5.428399999999999892e-03	-1.464599999999999930e-03	-1.560900000000000048e-04
1.000000000000000000e+00	1.778299999999999965e-04	5.000000000000000000e-01	-1.488399999999999966e-02	-8.260699999999999293e-03	-2.889500000000000141e-03
1.049900000000000055e+00	1.778299999999999965e-04	5.000000000000000000e-01	-1.420599999999999988e-02	-7.811799999999999820e-03	-2.463100000000000185e-03
1.866900000000000004e+00	1.778299999999999965e-04	5.000000000000000000e-01	-9.310300000000000520e-03	-4.595100000000000399e-03	-2.272699999999999894e-03
3.319900000000000073e+00	1.778299999999999965e-04	5.000000000000000000e-01	-8.159200000000000133e-03	-4.048000000000000383e-03	-5.938999999999999889e-05
5.903800000000000381e+00	1.778299999999999965e-04	5.000000000000000000e-01	-7.132799999999999904e-03	-3.630700000000000160e-03	2.474399999999999755e-04
1.049900000000000055e+01	1.778299999999999965e-04	5.000000000000000000e-01	-6.435500000000000248e-03	-3.416300000000000153e-03	1.592300000000000052e-04
1.866900000000000048e+01	1.778299999999999965e-04	5.000000000000000000e-01	-6.660799999999999707e-03	-3.121800000000000096e-03	8.680799999999999964e-05
3.319899999999999807e+01	1.778299999999999965e-04	5.000000000000000000e-01	-6.738899999999999925e-03	-2.775500000000000189e-03	3.391599999999999850e-05
5.903799999999999670e+01	1.778299999999999965e-04	5.000000000000000000e-01	-6.787200000000000177e-03	-2.436999999999999930e-03	-6.702799999999999590e-06
1.049899999999999949e+02	1.778299999999999965e-04	5.000000000000000000e-01	-6.665700000000000097e-03	-2.162600000000000199e-03	-3.820799999999999739e-05
1.866899999999999977e+02	1.778299999999999965e-04	5.000000000000000000e-01	-5.849299999999999986e-03	-1.981600000000000028e-03	-6.282100000000000043e-05
3.319900000000000091e+02	1.778299999999999965e-04	5.000000000000000000e-01	-5.635000000000000252e-03	-1.868499999999999935e-03	-8.182599999999999889e-05
5.903799999999999955e+02	1.778299999999999965e-04	5.000000000000000000e-01	-5.536499999999999755e-03	-1.769500000000000023e-03	-9.583099999999999778e-05
1.049900000000000091e+03	1.778299999999999965e-04	5.000000000000000000e-01	-5.512099999999999812e-03	-1.683800000000000054e-03	-1.061399999999999968e-04
1.866900000000000091e+03	1.778299999999999965e-04	5.000000000000000000e-01	-5.480699999999999808e-03	-1.608000000000000054e-03	-1.136999999999999990e-04
3.319900000000000091e+03	1.778299999999999965e-04	5.000000000000000000e-01	-5.447900000000000312e-03	-1.541499999999999902e-03	-1.187499999999999998e-04
5.903800000000000182e+03	1.778299999999999965e-04	5.000000000000000000e-01	-5.411499999999999644e-03	-1.481300000000000065e-03	-1.218300000000000042e-04
1.000000000000000000e+00	1.778299999999999965e-04	5.500000000000000444e-01	-1.494599999999999922e-02	-8.314300000000000163e-03	-2.959400000000000051e-03
1.049900000000000055e+00	1.778299999999999965e-04	5.500000000000000444e-01	-1.430400000000000074e-02	-7.893799999999999428e-03	-2.557100000000000085e-03
1.866900000000000004e+00	1.778299999999999965e-04	5.500000000000000444e-01	-9.481200000000000391e-03	-4.727399999999999658e-03	-2.270700000000000062e-03
3.319900000000000073e+00	1.778299999999999965e-04	5.500000000000000444e-01	-8.330100000000000005e-03	-4.089100000000000026e-03	-2.158600000000000102e-04
5.903800000000000381e+00	1.778299999999999965e-04	5.500000000000000444e-01	-7.373900000000000073e-03	-3.687800000000000192e-03	2.845500000000000048e-04
1.049900000000000055e+01	1.778299999999999965e-04	5.500000000000000444e-01	-6.481599999999999688e-03	-3.618199999999999802e-03	1.974400000000000070e-04
1.866900000000000048e+01	1.778299999999999965e-04	5.500000000000000444e-01	-6.698100000000000234e-03	-3.293100000000000194e-03	1.247200000000000121e-04
3.319899999999999807e+01	1.778299999999999965e-04	5.500000000000000444e-01	-6.781299999999999654e-03	-2.886099999999999950e-03	7.145000000000000201e-05
5.903799999999999670e+01	1.778299999999999965e-04	5.500000000000000444e-01	-6.822800000000000392e-03	-2.524999999999999901e-03	3.023800000000000085e-05
1.049899999999999949e+02	1.778299999999999965e-04	5.500000000000000444e-01	-6.811099999999999620e-03	-2.232299999999999996e-03	-2.133799999999999797e-06
1.866899999999999977e+02	1.778299999999999965e-04	5.500000000000000444e-01	-6.230900000000000154e-03	-2.019700000000000141e-03	-2.708000000000000161e-05
3.319900000000000091e+02	1.778299999999999965e-04	5.500000000000000444e-01	-5.657900000000000429e-03	-1.897800000000000051e-03	-4.661200000000000028e-05
5.903799999999999955e+02	1.778299999999999965e-04	5.500000000000000444e-01	-5.519200000000000148e-03	-1.791099999999999897e-03	-6.116100000000000616e-05
1.049900000000000091e+03	1.778299999999999965e-04	5.500000000000000444e-01	-5.491600000000000127e-03	-1.699200000000000103e-03	-7.216299999999999332e-05
1.866900000000000091e+03	1.778299999999999965e-04	5.500000000000000444e-01	-5.459900000000000170e-03	-1.618300000000000034e-03	-8.018199999999999904e-05
3.319900000000000091e+03	1.778299999999999965e-04	5.500000000000000444e-01	-5.424499999999999635e-03	-1.546400000000000075e-03	-8.544799999999999911e-05
5.903800000000000182e+03	1.778299999999999965e-04	5.500000000000000444e-01	-5.388000000000000428e-03	-1.482699999999999990e-03	-8.904299999999999433e-05
1.000000000000000000e+00	1.778299999999999965e-04	5.999999999999999778e-01	-1.512999999999999935e-02	-8.430699999999999306e-03	-3.165299999999999798e-03
1.049900000000000055e+00	1.778299999999999965e-04	5.999999999999999778e-01	-1.449300000000000067e-02	-8.027199999999999960e-03	-2.771299999999999979e-03
1.866900000000000004e+00	1.778299999999999965e-04	5.999999999999999778e-01	-9.653099999999999528e-03	-4.780799999999999980e-03	-2.276900000000000104e-03
3.319900000000000073e+00	1.778299999999999965e-04	5.999999999999999778e-01	-8.465000000000000302e-03	-4.157499999999999737e-03	-3.525499999999999771e-04
5.903800000000000381e+00	1.778299999999999965e-04	5.999999999999999778e-01	-7.540800000000000280e-03	-3.761899999999999879e-03	3.158799999999999911e-04
1.049900000000000055e+01	1.778299999999999965e-04	5.999999999999999778e-01	-6.533999999999999878e-03	-3.751899999999999853e-03	2.314999999999999892e-04
1.866900000000000048e+01	1.778299999999999965e-04	5.999999999999999778e-01	-6.746000000000000260e-03	-3.394199999999999995e-03	1.597600000000000018e-04
3.319899999999999807e+01	1.778299999999999965e-04	5.999999999999999778e-01	-6.812099999999999753e-03	-2.924500000000000016e-03	1.071000000000000012e-04
5.903799999999999670e+01	1.778299999999999965e-04	5.999999999999999778e-01	-6.847100000000000061e-03	-2.539299999999999977e-03	6.672900000000000435e-05
1.049899999999999949e+02	1.778299999999999965e-04	5.999999999999999778e-01	-6.831799999999999852e-03	-2.232599999999999949e-03	3.436900000000000247e-05
1.866899999999999977e+02	1.778299999999999965e-04	5.999999999999999778e-01	-6.516499999999999723e-03	-2.014300000000000118e-03	9.309300000000000807e-06
3.319900000000000091e+02	1.778299999999999965e-04	5.999999999999999778e-01	-5.737299999999999865e-03	-1.883700000000000088e-03	-1.027299999999999973e-05
5.903799999999999955e+02	1.778299999999999965e-04	5.999999999999999778e-01	-5.482299999999999847e-03	-1.772200000000000034e-03	-2.492299999999999838e-05
1.049900000000000091e+03	1.778299999999999965e-04	5.999999999999999778e-01	-5.453200000000000061e-03	-1.674600000000000047e-03	-3.602800000000000132e-05
1.866900000000000091e+03	1.778299999999999965e-04	5.999999999999999778e-01	-5.420799999999999924e-03	-1.590100000000000107e-03	-4.386800000000000080e-05
3.319900000000000091e+03	1.778299999999999965e-04	5.999999999999999778e-01	-5.383399999999999991e-03	-1.514900000000000014e-03	-4.948100000000000279e-05
5.903800000000000182e+03	1.778299999999999965e-04	5.999999999999999778e-01	-5.346400000000000284e-03	-1.448800000000000088e-03	-5.320899999999999827e-05
1.000000000000000000e+00	1.778299999999999965e-04	6.500000000000000222e-01	-1.522599999999999995e-02	-8.494399999999999173e-03	-3.284000000000000027e-03
1.049900000000000055e+00	1.778299999999999965e-04	6.500000000000000222e-01	-1.457899999999999995e-02	-8.088899999999999563e-03	-2.879300000000000002e-03
1.866900000000000004e+00	1.778299999999999965e-04	6.500000000000000222e-01	-9.683900000000000494e-03	-4.813200000000000117e-03	-2.261700000000000169e-03
3.319900000000000073e+00	1.778299999999999965e-04	6.500000000000000222e-01	-8.465000000000000302e-03	-4.307300000000000018e-03	-3.392000000000000050e-04
5.903800000000000381e+00	1.778299999999999965e-04	6.500000000000000222e-01	-7.456199999999999634e-03	-3.700000000000000164e-03	3.501900000000000065e-04
1.049900000000000055e+01	1.778299999999999965e-04	6.500000000000000222e-01	-6.573899999999999709e-03	-3.728500000000000043e-03	2.702299999999999928e-04
1.866900000000000048e+01	1.778299999999999965e-04	6.500000000000000222e-01	-6.785300000000000185e-03	-3.315499999999999871e-03	2.011700000000000001e-04
3.319899999999999807e+01	1.778299999999999965e-04	6.500000000000000222e-01	-6.828500000000000368e-03	-2.812400000000000056e-03	1.504300000000000082e-04
5.903799999999999670e+01	1.778299999999999965e-04	6.500000000000000222e-01	-6.857799999999999833e-03	-2.422199999999999787e-03	1.109099999999999935e-04
1.049899999999999949e+02	1.778299999999999965e-04	6.500000000000000222e-01	-6.835899999999999789e-03	-2.109300000000000151e-03	7.962900000000000620e-05
1.866899999999999977e+02	1.778299999999999965e-04	6.500000000000000222e-01	-6.660700000000000301e-03	-1.932300000000000077e-03	5.493699999999999934e-05
3.319900000000000091e+02	1.778299999999999965e-04	6.500000000000000222e-01	-5.853200000000000243e-03	-1.799199999999999931e-03	3.589699999999999868e-05
5.903799999999999955e+02	1.778299999999999965e-04	6.500000000000000222e-01	-5.407000000000000348e-03	-1.686500000000000065e-03	2.137999999999999859e-05
1.049900000000000091e+03	1.778299999999999965e-04	6.500000000000000222e-01	-5.379000000000000101e-03	-1.588500000000000068e-03	1.083800000000000025e-05
1.866900000000000091e+03	1.778299999999999965e-04	6.500000000000000222e-01	-5.346799999999999643e-03	-1.503699999999999959e-03	2.781899999999999996e-06
3.319900000000000091e+03	1.778299999999999965e-04	6.500000000000000222e-01	-5.310399999999999843e-03	-1.428500000000000082e-03	-2.670999999999999923e-06
5.903800000000000182e+03	1.778299999999999965e-04	6.500000000000000222e-01	-5.273599999999999816e-03	-1.362099999999999986e-03	-6.207599999999999655e-06
1.000000000000000000e+00	1.778299999999999965e-04	6.999999999999999556e-01	-1.496899999999999967e-02	-8.313600000000000850e-03	-3.017000000000000150e-03
1.049900000000000055e+00	1.778299999999999965e-04	6.999999999999999556e-01	-1.435999999999999950e-02	-7.928700000000000331e-03	-2.611399999999999832e-03
1.866900000000000004e+00	1.778299999999999965e-04	6.999999999999999556e-01	-9.451700000000000379e-03	-4.645899999999999683e-03	-2.157000000000000063e-03
3.319900000000000073e+00	1.778299999999999965e-04	6.999999999999999556e-01	-8.217699999999999658e-03	-4.255100000000000375e-03	-6.062800000000000296e-05
5.903800000000000381e+00	1.778299999999999965e-04	6.999999999999999556e-01	-6.970299999999999586e-03	-3.796599999999999801e-03	4.013299999999999810e-04
1.049900000000000055e+01	1.778299999999999965e-04	6.999999999999999556e-01	-6.621700000000000329e-03	-3.490899999999999906e-03	3.273600000000000099e-04
1.866900000000000048e+01	1.778299999999999965e-04	6.999999999999999556e-01	-6.819399999999999767e-03	-2.993800000000000020e-03	2.622999999999999789e-04
3.319899999999999807e+01	1.778299999999999965e-04	6.999999999999999556e-01	-6.826999999999999735e-03	-2.503800000000000036e-03	2.139700000000000130e-04
5.903799999999999670e+01	1.778299999999999965e-04	6.999999999999999556e-01	-6.850600000000000092e-03	-2.122800000000000208e-03	1.766500000000000112e-04
1.049899999999999949e+02	1.778299999999999965e-04	6.999999999999999556e-01	-6.828599999999999774e-03	-1.903200000000000074e-03	1.461199999999999901e-04
1.866899999999999977e+02	1.778299999999999965e-04	6.999999999999999556e-01	-6.698199999999999640e-03	-1.751900000000000028e-03	1.218699999999999970e-04
3.319900000000000091e+02	1.778299999999999965e-04	6.999999999999999556e-01	-5.873500000000000248e-03	-1.625600000000000048e-03	1.032200000000000045e-04
5.903799999999999955e+02	1.778299999999999965e-04	6.999999999999999556e-01	-5.277999999999999706e-03	-1.516800000000000006e-03	8.875100000000000458e-05
1.049900000000000091e+03	1.778299999999999965e-04	6.999999999999999556e-01	-5.254199999999999669e-03	-1.423900000000000079e-03	7.807399999999999822e-05
1.866900000000000091e+03	1.778299999999999965e-04	6.999999999999999556e-01	-5.223799999999999798e-03	-1.343299999999999963e-03	6.997799999999999984e-05
3.319900000000000091e+03	1.778299999999999965e-04	6.999999999999999556e-01	-5.192500000000000067e-03	-1.272099999999999967e-03	6.437900000000000144e-05
5.903800000000000182e+03	1.778299999999999965e-04	6.999999999999999556e-01	-5.156899999999999852e-03	-1.142199999999999899e-03	6.052500000000000073e-05
1.000000000000000000e+00	1.778299999999999965e-04	7.500000000000000000e-01	-1.417999999999999990e-02	-7.748800000000000132e-03	-2.321699999999999892e-03
1.049900000000000055e+00	1.778299999999999965e-04	7.500000000000000000e-01	-1.356899999999999946e-02	-7.371499999999999581e-03	-2.256499999999999825e-03
1.866900000000000004e+00	1.778299999999999965e-04	7.500000000000000000e-01	-8.839100000000000776e-03	-4.375900000000000276e-03	-1.453899999999999941e-03
3.319900000000000073e+00	1.778299999999999965e-04	7.500000000000000000e-01	-7.607400000000000273e-03	-3.677300000000000100e-03	5.309800000000000153e-04
5.903800000000000381e+00	1.778299999999999965e-04	7.500000000000000000e-01	-6.327199999999999838e-03	-3.421800000000000015e-03	4.849899999999999762e-04
1.049900000000000055e+01	1.778299999999999965e-04	7.500000000000000000e-01	-6.731799999999999590e-03	-3.000699999999999808e-03	4.209899999999999927e-04
1.866900000000000048e+01	1.778299999999999965e-04	7.500000000000000000e-01	-6.734600000000000308e-03	-2.659100000000000179e-03	3.594900000000000157e-04
3.319899999999999807e+01	1.778299999999999965e-04	7.500000000000000000e-01	-6.821999999999999939e-03	-2.386300000000000053e-03	3.132100000000000183e-04
5.903799999999999670e+01	1.778299999999999965e-04	7.500000000000000000e-01	-6.838399999999999687e-03	-2.167300000000000042e-03	2.766700000000000192e-04
1.049899999999999949e+02	1.778299999999999965e-04	7.500000000000000000e-01	-6.806900000000000277e-03	-1.958000000000000105e-03	2.466500000000000051e-04
1.866899999999999977e+02	1.778299999999999965e-04	7.500000000000000000e-01	-6.671700000000000026e-03	-1.741200000000000039e-03	2.224600000000000080e-04
3.319900000000000091e+02	1.778299999999999965e-04	7.500000000000000000e-01	-5.831000000000000245e-03	-1.474800000000000069e-03	2.030699999999999920e-04
5.903799999999999955e+02	1.778299999999999965e-04	7.500000000000000000e-01	-5.132499999999999910e-03	-1.258199999999999900e-03	1.876899999999999868e-04
1.049900000000000091e+03	1.778299999999999965e-04	7.500000000000000000e-01	-5.065000000000000058e-03	-1.166500000000000002e-03	1.761199999999999875e-04
1.866900000000000091e+03	1.778299999999999965e-04	7.500000000000000000e-01	-5.041499999999999974e-03	-1.096500000000000035e-03	1.669300000000000026e-04
3.319900000000000091e+03	1.778299999999999965e-04	7.500000000000000000e-01	-5.015200000000000040e-03	-1.034500000000000046e-03	1.955199999999999983e-04
5.903800000000000182e+03	1.778299999999999965e-04	7.500000000000000000e-01	-4.985999999999999981e-03	-9.804799999999999367e-04	2.258999999999999886e-04
1.000000000000000000e+00	1.778299999999999965e-04	8.000000000000000444e-01	-1.252799999999999921e-02	-6.614599999999999994e-03	-1.331200000000000048e-03
1.049900000000000055e+00	1.778299999999999965e-04	8.000000000000000444e-01	-1.196999999999999974e-02	-6.181899999999999722e-03	-1.176200000000000075e-03
1.866900000000000004e+00	1.778299999999999965e-04	8.000000000000000444e-01	-7.696599999999999622e-03	-3.535899999999999807e-03	-1.074199999999999981e-04
3.319900000000000073e+00	1.778299999999999965e-04	8.000000000000000444e-01	-5.883300000000000161e-03	-2.987099999999999912e-03	6.460300000000000200e-04
5.903800000000000381e+00	1.778299999999999965e-04	8.000000000000000444e-01	-6.303099999999999849e-03	-2.585899999999999917e-03	6.180800000000000183e-04
1.049900000000000055e+01	1.778299999999999965e-04	8.000000000000000444e-01	-6.545699999999999782e-03	-2.207399999999999987e-03	5.624399999999999886e-04
1.866900000000000048e+01	1.778299999999999965e-04	8.000000000000000444e-01	-6.734300000000000355e-03	-1.938999999999999968e-03	5.049899999999999745e-04
3.319899999999999807e+01	1.778299999999999965e-04	8.000000000000000444e-01	-6.804400000000000379e-03	-1.728099999999999992e-03	4.602799999999999774e-04
5.903799999999999670e+01	1.778299999999999965e-04	8.000000000000000444e-01	-6.811600000000000120e-03	-1.398200000000000050e-03	4.236299999999999810e-04
1.049899999999999949e+02	1.778299999999999965e-04	8.000000000000000444e-01	-6.773699999999999687e-03	-1.124500000000000065e-03	3.933799999999999775e-04
1.866899999999999977e+02	1.778299999999999965e-04	8.000000000000000444e-01	-6.608700000000000338e-03	-1.020099999999999913e-03	4.595900000000000094e-04
3.319900000000000091e+02	1.778299999999999965e-04	8.000000000000000444e-01	-5.746499999999999872e-03	-9.379800000000000420e-04	5.039800000000000096e-04
5.903799999999999955e+02	1.778299999999999965e-04	8.000000000000000444e-01	-5.037299999999999764e-03	-8.668000000000000357e-04	5.376899999999999562e-04
1.049900000000000091e+03	1.778299999999999965e-04	8.000000000000000444e-01	-4.800099999999999853e-03	-8.064500000000000054e-04	5.415599999999999581e-04
1.866900000000000091e+03	1.778299999999999965e-04	8.000000000000000444e-01	-4.789899999999999713e-03	-7.544000000000000141e-04	5.185500000000000005e-04
3.319900000000000091e+03	1.778299999999999965e-04	8.000000000000000444e-01	-4.774200000000000145e-03	-7.089000000000000466e-04	4.993800000000000062e-04
5.903800000000000182e+03	1.778299999999999965e-04	8.000000000000000444e-01	-4.755299999999999631e-03	-6.692399999999999825e-04	4.832099999999999763e-04
1.000000000000000000e+00	2.371399999999999962e-04	2.000000000000000111e-01	-1.455700000000000049e-02	-6.552500000000000165e-03	-3.359500000000000073e-03
1.049900000000000055e+00	2.371399999999999962e-04	2.000000000000000111e-01	-1.398199999999999964e-02	-6.336600000000000392e-03	-3.335100000000000130e-03
1.866900000000000004e+00	2.371399999999999962e-04	2.000000000000000111e-01	-9.609100000000000627e-03	-4.484700000000000318e-03	-1.784500000000000062e-03
3.319900000000000073e+00	2.371399999999999962e-04	2.000000000000000111e-01	-8.542900000000000840e-03	-4.257300000000000320e-03	8.948199999999999470e-05
5.903800000000000381e+00	2.371399999999999962e-04	2.000000000000000111e-01	-7.045899999999999906e-03	-3.529200000000000132e-03	-1.002799999999999953e-05
1.049900000000000055e+01	2.371399999999999962e-04	2.000000000000000111e-01	-7.093699999999999659e-03	-2.939699999999999952e-03	-9.657699999999999369e-05
1.866900000000000048e+01	2.371399999999999962e-04	2.000000000000000111e-01	-7.384599999999999845e-03	-2.498600000000000126e-03	-1.616800000000000106e-04
3.319899999999999807e+01	2.371399999999999962e-04	2.000000000000000111e-01	-7.126999999999999655e-03	-2.317699999999999795e-03	-2.067500000000000110e-04
5.903799999999999670e+01	2.371399999999999962e-04	2.000000000000000111e-01	-6.843000000000000124e-03	-2.140899999999999834e-03	-2.389000000000000064e-04
1.049899999999999949e+02	2.371399999999999962e-04	2.000000000000000111e-01	-6.684599999999999743e-03	-1.982999999999999954e-03	-2.626199999999999759e-04
1.866899999999999977e+02	2.371399999999999962e-04	2.000000000000000111e-01	-6.685599999999999876e-03	-1.876099999999999903e-03	-2.795499999999999916e-04
3.319900000000000091e+02	2.371399999999999962e-04	2.000000000000000111e-01	-6.668799999999999902e-03	-1.785600000000000034e-03	-2.910300000000000105e-04
5.903799999999999955e+02	2.371399999999999962e-04	2.000000000000000111e-01	-6.639199999999999616e-03	-1.706700000000000014e-03	-2.981999999999999842e-04
1.049900000000000091e+03	2.371399999999999962e-04	2.000000000000000111e-01	-6.599200000000000378e-03	-1.637900000000000076e-03	-3.020100000000000172e-04
1.866900000000000091e+03	2.371399999999999962e-04	2.000000000000000111e-01	-6.555799999999999648e-03	-1.577199999999999956e-03	-3.035299999999999890e-04
3.319900000000000091e+03	2.371399999999999962e-04	2.000000000000000111e-01	-6.510199999999999841e-03	-1.523000000000000048e-03	-3.026099999999999775e-04
5.903800000000000182e+03	2.371399999999999962e-04	2.000000000000000111e-01	-6.460200000000000144e-03	-1.414399999999999902e-03	-3.002300000000000173e-04
1.000000000000000000e+00	2.371399999999999962e-04	2.500000000000000000e-01	-1.628800000000000039e-02	-7.248100000000000376e-03	-3.716099999999999959e-03
1.049900000000000055e+00	2.371399999999999962e-04	2.500000000000000000e-01	-1.559800000000000075e-02	-6.988699999999999600e-03	-3.736100000000000011e-03
1.866900000000000004e+00	2.371399999999999962e-04	2.500000000000000000e-01	-1.032399999999999984e-02	-4.835700000000000068e-03	-2.555700000000000159e-03
3.319900000000000073e+00	2.371399999999999962e-04	2.500000000000000000e-01	-8.983299999999999619e-03	-4.284900000000000340e-03	1.395299999999999872e-04
5.903800000000000381e+00	2.371399999999999962e-04	2.500000000000000000e-01	-7.636900000000000285e-03	-3.813099999999999823e-03	4.168499999999999815e-05
1.049900000000000055e+01	2.371399999999999962e-04	2.500000000000000000e-01	-7.160099999999999972e-03	-3.145400000000000019e-03	-4.466099999999999812e-05
1.866900000000000048e+01	2.371399999999999962e-04	2.500000000000000000e-01	-7.447399999999999853e-03	-2.847899999999999997e-03	-1.108299999999999943e-04
3.319899999999999807e+01	2.371399999999999962e-04	2.500000000000000000e-01	-7.286400000000000168e-03	-2.614500000000000070e-03	-1.569599999999999880e-04
5.903799999999999670e+01	2.371399999999999962e-04	2.500000000000000000e-01	-6.971999999999999899e-03	-2.341100000000000039e-03	-1.901100000000000077e-04
1.049899999999999949e+02	2.371399999999999962e-04	2.500000000000000000e-01	-6.696500000000000195e-03	-2.101899999999999862e-03	-2.146999999999999874e-04
1.866899999999999977e+02	2.371399999999999962e-04	2.500000000000000000e-01	-6.692599999999999938e-03	-1.978099999999999997e-03	-2.322299999999999907e-04
3.319900000000000091e+02	2.371399999999999962e-04	2.500000000000000000e-01	-6.669900000000000308e-03	-1.872900000000000042e-03	-2.437499999999999888e-04
5.903799999999999955e+02	2.371399999999999962e-04	2.500000000000000000e-01	-6.635499999999999905e-03	-1.783199999999999976e-03	-2.518399999999999740e-04
1.049900000000000091e+03	2.371399999999999962e-04	2.500000000000000000e-01	-6.593100000000000176e-03	-1.705200000000000032e-03	-2.564600000000000213e-04
1.866900000000000091e+03	2.371399999999999962e-04	2.500000000000000000e-01	-6.547700000000000048e-03	-1.636300000000000037e-03	-2.580899999999999904e-04
3.319900000000000091e+03	2.371399999999999962e-04	2.500000000000000000e-01	-6.498000000000000304e-03	-1.575699999999999974e-03	-2.581400000000000187e-04
5.903800000000000182e+03	2.371399999999999962e-04	2.500000000000000000e-01	-6.448800000000000192e-03	-1.521199999999999896e-03	-2.561800000000000036e-04
1.000000000000000000e+00	2.371399999999999962e-04	2.999999999999999889e-01	-1.697900000000000104e-02	-7.463899999999999875e-03	-4.233599999999999690e-03
1.049900000000000055e+00	2.371399999999999962e-04	2.999999999999999889e-01	-1.622099999999999931e-02	-7.161599999999999737e-03	-4.074499999999999997e-03
1.866900000000000004e+00	2.371399999999999962e-04	2.999999999999999889e-01	-1.051099999999999951e-02	-4.951999999999999805e-03	-2.720699999999999941e-03
3.319900000000000073e+00	2.371399999999999962e-04	2.999999999999999889e-01	-9.097499999999999684e-03	-4.355499999999999997e-03	2.282100000000000122e-04
5.903800000000000381e+00	2.371399999999999962e-04	2.999999999999999889e-01	-7.745499999999999781e-03	-3.824800000000000161e-03	1.262699999999999955e-04
1.049900000000000055e+01	2.371399999999999962e-04	2.999999999999999889e-01	-7.247800000000000423e-03	-3.344100000000000024e-03	3.541499999999999889e-05
1.866900000000000048e+01	2.371399999999999962e-04	2.999999999999999889e-01	-7.529700000000000282e-03	-3.016399999999999811e-03	-3.548800000000000310e-05
3.319899999999999807e+01	2.371399999999999962e-04	2.999999999999999889e-01	-7.320100000000000391e-03	-2.754400000000000164e-03	-8.531900000000000085e-05
5.903799999999999670e+01	2.371399999999999962e-04	2.999999999999999889e-01	-7.000100000000000419e-03	-2.398299999999999911e-03	-1.216899999999999953e-04
1.049899999999999949e+02	2.371399999999999962e-04	2.999999999999999889e-01	-6.716699999999999927e-03	-2.137700000000000190e-03	-1.489399999999999936e-04
1.866899999999999977e+02	2.371399999999999962e-04	2.999999999999999889e-01	-6.653700000000000239e-03	-2.008900000000000095e-03	-1.691399999999999967e-04
3.319900000000000091e+02	2.371399999999999962e-04	2.999999999999999889e-01	-6.630800000000000062e-03	-1.897800000000000051e-03	-1.829599999999999965e-04
5.903799999999999955e+02	2.371399999999999962e-04	2.999999999999999889e-01	-6.599999999999999964e-03	-1.804000000000000048e-03	-1.927499999999999960e-04
1.049900000000000091e+03	2.371399999999999962e-04	2.999999999999999889e-01	-6.557900000000000187e-03	-1.722500000000000073e-03	-1.987799999999999908e-04
1.866900000000000091e+03	2.371399999999999962e-04	2.999999999999999889e-01	-6.510300000000000115e-03	-1.649899999999999934e-03	-2.017800000000000095e-04
3.319900000000000091e+03	2.371399999999999962e-04	2.999999999999999889e-01	-6.462299999999999815e-03	-1.586299999999999906e-03	-2.028499999999999975e-04
5.903800000000000182e+03	2.371399999999999962e-04	2.999999999999999889e-01	-6.412099999999999571e-03	-1.529200000000000090e-03	-2.022299999999999933e-04
1.000000000000000000e+00	2.371399999999999962e-04	3.499999999999999778e-01	-1.698099999999999957e-02	-8.090999999999999234e-03	-4.287799999999999598e-03
1.049900000000000055e+00	2.371399999999999962e-04	3.499999999999999778e-01	-1.616700000000000081e-02	-7.578999999999999800e-03	-3.686399999999999833e-03
1.866900000000000004e+00	2.371399999999999962e-04	3.499999999999999778e-01	-1.043499999999999983e-02	-5.041900000000000201e-03	-2.546699999999999832e-03
3.319900000000000073e+00	2.371399999999999962e-04	3.499999999999999778e-01	-9.020999999999999505e-03	-4.427999999999999645e-03	3.154599999999999917e-04
5.903800000000000381e+00	2.371399999999999962e-04	3.499999999999999778e-01	-7.614000000000000108e-03	-3.845700000000000073e-03	2.111799999999999940e-04
1.049900000000000055e+01	2.371399999999999962e-04	3.499999999999999778e-01	-7.335000000000000374e-03	-3.420100000000000137e-03	1.155899999999999961e-04
1.866900000000000048e+01	2.371399999999999962e-04	3.499999999999999778e-01	-7.593400000000000150e-03	-3.090799999999999884e-03	4.093900000000000224e-05
3.319899999999999807e+01	2.371399999999999962e-04	3.499999999999999778e-01	-7.302600000000000237e-03	-2.747100000000000149e-03	-1.261100000000000004e-05
5.903799999999999670e+01	2.371399999999999962e-04	3.499999999999999778e-01	-6.984899999999999616e-03	-2.394400000000000087e-03	-5.209999999999999923e-05
1.049899999999999949e+02	2.371399999999999962e-04	3.499999999999999778e-01	-6.704199999999999569e-03	-2.141600000000000014e-03	-8.246500000000000412e-05
1.866899999999999977e+02	2.371399999999999962e-04	3.499999999999999778e-01	-6.601400000000000323e-03	-2.009599999999999841e-03	-1.042799999999999977e-04
3.319900000000000091e+02	2.371399999999999962e-04	3.499999999999999778e-01	-6.583000000000000310e-03	-1.899599999999999986e-03	-1.210899999999999943e-04
