9.631624e-01  8.251961e-02
1.119563e-02  4.758766e-02
4.351277e-01  6.323302e-02
9.081707e-01  5.143791e-01
9.622100e-01  0.000000e+00
1.070200e-02  0.000000e+00
-1.000000e+00  6.942114e-05
9.081707e-01  5.143791e-01
1.000000e+00  0.000000e+00
1.000000e+00  0.000000e+00
0.000000e+00  0.000000e+00
1.000000e+00  0.000000e+00
1.000000e+00  0.000000e+00
1.000000e+00  0.000000e+00
0.000000e+00  0.000000e+00
1.000000e+00  0.000000e+00
1.000000e+00  0.000000e+00
1.000000e+00  0.000000e+00
0.000000e+00  0.000000e+00
1.000000e+00  0.000000e+00
1.000000e+00  0.000000e+00
1.000000e+00  0.000000e+00
0.000000e+00  0.000000e+00
1.000000e+00  0.000000e+00


