7.145231e-01  1.720316e-01
8.440300e-01  0.000000e+00
6.265651e-01  1.559494e-01
2.500000e-01  9.511743e-05
7.145231e-01  1.720316e-01
8.440300e-01  0.000000e+00
9.999990e-01  3.115140e-03
2.500000e-01  9.511743e-05
1.000000e+00  0.000000e+00
1.000000e+00  0.000000e+00
0.000000e+00  0.000000e+00
2.500000e-01  9.511743e-05
1.000000e+00  0.000000e+00
1.000000e+00  0.000000e+00
0.000000e+00  0.000000e+00
2.500000e-01  9.511743e-05
1.000000e+00  0.000000e+00
1.000000e+00  0.000000e+00
0.000000e+00  0.000000e+00
2.500000e-01  9.511743e-05
1.000000e+00  0.000000e+00
1.000000e+00  0.000000e+00
0.000000e+00  0.000000e+00
2.500000e-01  9.511743e-05



